Year,Receptor,Species,Methods,Raw_Text_Methods,Brain_Regions,Topic_Spec
2002,5ht1d;5ht1f;5ht1b;5ht1b;5ht1d,(4 u'(?i)\\b(rats|rat)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),(11 u'(?i)\\b(cerebrals|cerebral)\\b'),(35 u'\\bnocicept');(4 u'\\btreatment');(3 u'\\bclinical');(5 u'\\btherap');(1 u'\\bpatient'),
2007,5ht7;5ht7;5ht7;5ht7;5ht7;5ht7;5ht7;5ht7;5ht7;5ht7;5ht7,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.STIMULATION;Method.KNOCKOUT;Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(15 u'\\bmemory');(26 u'\\bbehav');(7 u'\\bdepressi');(2 u'\\bdisorder');(8 u'\\banxi');(30 u'\\bpain'),
1996,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(5 u'\\bmk801');(12 u'\\bantagonist');(13 u'\\bagonist');(44 u'\\btetrodotoxin'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
2017,5ht1a,,Method.STIMULATION;Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(3 u'\\bclinical');(26 u'\\bbehav');(2 u'\\bdisorder'),
1989,5ht3;5ht3;5ht3;5ht3,,Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),(7 u'(?i)\\b(entorhinals|entorhinal)\\b');(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(20 u'\\bmood'),
2006,5ht6;5ht6;5ht6;5ht6;5ht6,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(17 u'\\balzheimer');(5 u'\\btherap');(22 u'\\bschizophreni');(16 u'\\blearning');(2 u'\\bdisorder');(14 u'\\bcogniti'),
2002,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),(16 u'(?i)\\b(drns|drn)\\b'),(12 u'\\bsleep'),
2016,5ht5;5ht1a;5ht5;5ht5;5ht1a;5ht5;5ht5;5ht5;5ht5;5ht5a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),,(11 u'\\bfluoxetine'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(9 u'\\bstress');(7 u'\\bdepressi');(4 u'\\btreatment');(13 u'\\bantidepress'),
1995,5ht1c;5ht2;5ht1;5ht1c;5ht2;5ht2;5ht5;5ht2;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),,(32 u'\\blesions'),(18 u'(?i)\\b(putamens|putamen)\\b');(23 u'(?i)\\b(forebrains|forebrain)\\b');(17 u'(?i)\\b(caudates|caudate)\\b'),,
1996,5ht7;5ht7;5ht1a;5ht1a,,Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),,(33 u'\\blocomot'),
2001,5ht6;5ht6;5ht6;5ht2a;5ht6;5ht6;5ht2b;5ht7;5ht6;5ht6;5ht2c;5ht4;5ht6;5ht1a;5ht6;5ht3;5ht6,(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(15 u'\\b8ohdpat');(33 u'\\bmcpp');(12 u'\\bantagonist'),,(17 u'\\balzheimer');(15 u'\\bmemory');(26 u'\\bbehav');(16 u'\\blearning');(18 u'\\bavoidan'),
2003,5ht2c;5ht2a;5ht2c;5ht2c;5ht2a;5ht2b;5ht2a;5ht2a;5ht2b,(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist');(49 u'\\bdoi'),,(24 u'\\banxiolytic');(8 u'\\banxi');(4 u'\\btreatment');(26 u'\\bbehav'),
2017,5ht2c,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(43 u'\\bagomelatine');(13 u'\\bagonist');(12 u'\\bantagonist'),,(15 u'\\bmemory');(4 u'\\btreatment');(26 u'\\bbehav');(9 u'\\bstress');(7 u'\\bdepressi');(13 u'\\bantidepress');(8 u'\\banxi');(14 u'\\bcogniti');(25 u'\\bsocial'),
2005,5ht2a;5ht1;5ht2a;5ht1a;5ht2;5ht1a;5ht2c;5ht1a;5ht1b;5ht1a;5ht1a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(51 u'\\bway100635');(12 u'\\bantagonist');(11 u'\\bfluoxetine');(53 u'\\bketanserin');(35 u'\\badenosine');(13 u'\\bagonist');(4 u'\\bpcpa');(49 u'\\bdoi'),,(13 u'\\bantidepress'),
1995,5ht2a;5ht2c;5ht2c;5ht2a;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(48 u'\\bmdma');(9 u'\\britanserin');(12 u'\\bantagonist'),(15 u'(?i)\\b(substantias|substantia)(-|\\s+)?(nigras|nigra)\\b'),(5 u'\\btherap'),
2016,5ht1b;5ht4,(2 u'(?i)\\b(females|female)\\b');(3 u'(?i)\\b(males|male)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.KNOCKOUT,,,,
1996,5ht1a;5ht1a,,Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(16 u'(?i)\\b(drns|drn)\\b'),(12 u'\\bsleep');(26 u'\\bbehav'),
2008,5ht6;5ht6;5ht6;5ht6,(6 u'(?i)\\b(rodents|rodent)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(5 u'\\bmk801');(12 u'\\bantagonist'),,(14 u'\\bcogniti');(22 u'\\bschizophreni');(15 u'\\bmemory');(26 u'\\bbehav'),
2003,5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,,,,,,
2009,5ht1a;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht5;5ht1,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.IMMUNOHISTOCHEMISTRY;Method.ANTAGONIST,(46 u'\\bspiperone');(12 u'\\bantagonist');(4 u'\\bpcpa'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(9 u'\\bstress');(7 u'\\bdepressi');(13 u'\\bantidepress');(26 u'\\bbehav');(33 u'\\blocomot'),
1988,5ht1a;5ht2,(6 u'(?i)\\b(rodents|rodent)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(23 u'(?i)\\b(forebrains|forebrain)\\b'),(5 u'\\btherap');(13 u'\\bantidepress');(4 u'\\btreatment'),
2013,5ht1a;5ht1a,(2 u'(?i)\\b(females|female)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),,(8 u'\\banxi');(26 u'\\bbehav'),
2019,5ht2c;5ht2;5ht2c;5ht2;5ht2;5ht2;5ht2c;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(4 u'\\btreatment');(2 u'\\bdisorder'),
2004,5ht1a;5ht1;5ht2,,Method.IMMUNOHISTOCHEMISTRY,(15 u'\\b8ohdpat');(27 u'\\blsd');(29 u'\\bdiethylamide'),(14 u'(?i)\\b(caudals|caudal)\\b'),(3 u'\\bclinical');(2 u'\\bdisorder'),
2004,5ht1;5ht1b;5ht2;5ht2c;5ht2;5ht1;5ht2c;5ht2;5ht2,,Method.AGONIST;Method.ANTAGONIST,(33 u'\\bmcpp');(13 u'\\bagonist');(12 u'\\bantagonist'),,(26 u'\\bbehav'),
2020,5ht1;5ht1;5ht1a;5ht1;5ht1a;5ht1;5ht1,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.KNOCKOUT,(11 u'\\bfluoxetine');(38 u'\\bssri');(39 u'\\bselective serotonin reuptake inhibitor'),(23 u'(?i)\\b(forebrains|forebrain)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(5 u'\\btherap');(7 u'\\bdepressi');(2 u'\\bdisorder');(8 u'\\banxi');(13 u'\\bantidepress');(25 u'\\bsocial');(4 u'\\btreatment'),
1992,5ht1,(4 u'(?i)\\b(rats|rat)\\b'),,(11 u'\\bfluoxetine'),(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b'),(3 u'\\bclinical');(26 u'\\bbehav'),
1998,5ht2a;5ht2a;5ht2a;5ht2c;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(27 u'\\blsd');(13 u'\\bagonist');(12 u'\\bantagonist'),,(22 u'\\bschizophreni');(23 u'\\bantipsychotic');(19 u'\\bpsychosis'),
2004,5ht1b;5ht1d;5ht1b;5ht1d;5ht1b;5ht1d,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(12 u'\\bantagonist');(13 u'\\bagonist');(47 u'\\bsumatriptan');(53 u'\\bketanserin'),,(7 u'\\bdepressi');(30 u'\\bpain'),
2018,5ht5,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.KNOCKOUT;Method.ANTAGONIST,(20 u'\\bondansetron');(12 u'\\bantagonist'),,,
1999,5ht5;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(12 u'\\bantagonist');(44 u'\\btetrodotoxin'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment');(13 u'\\bantidepress'),
2002,5ht2a;5ht2;5ht2c;5ht1a;5ht2c;5ht2a;5ht2;5ht2;5ht2c;5ht2;5ht2a;5ht2c;5ht2a;5ht2;5ht2;5ht2a;5ht2a;5ht2;5ht2;5ht2;5ht2;5ht2c;5ht1a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(23 u'\\bmdl');(33 u'\\bmcpp');(13 u'\\bagonist');(12 u'\\bantagonist');(49 u'\\bdoi'),,,
1997,5ht1a;5ht1a;5ht1a,,Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(16 u'(?i)\\b(drns|drn)\\b'),(12 u'\\bsleep');(7 u'\\bdepressi');(26 u'\\bbehav');(13 u'\\bantidepress');(4 u'\\btreatment'),
2010,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(7 u'\\bdepressi');(4 u'\\btreatment'),
1996,5ht2;5ht2;5ht2;5ht2;5ht2;5ht2;5ht2c;5ht2c;5ht2;5ht2,(4 u'(?i)\\b(rats|rat)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),,,,,
1998,5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3,,Method.AGONIST;Method.ANTAGONIST,(23 u'\\bmdl');(13 u'\\bagonist');(12 u'\\bantagonist'),,,
2015,5ht1b;5ht1a;5ht5a;5ht1b;5ht5a;5ht1b;5ht1a;5ht5a;5ht5a;5ht5a;5ht1d;5ht1a;5ht5a;5ht1d;5ht5a;5ht1;5ht5;5ht1;5ht5a;5ht1d;5ht5a;5ht5a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(6 u'\\bgr127935');(12 u'\\bantagonist');(34 u'\\b5ct'),,(30 u'\\bpain'),
2003,5ht2a;5ht2a;5ht1a;5ht2a;5ht1a;5ht2c;5ht2a;5ht5;5ht2c;5ht2a;5ht2c,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(51 u'\\bway100635');(23 u'\\bmdl');(13 u'\\bagonist');(12 u'\\bantagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b');(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b'),(26 u'\\bbehav'),
2004,5ht2a,,,(27 u'\\blsd');(29 u'\\bdiethylamide'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(26 u'\\bbehav'),
1998,5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(18 u'\\bimaging');(13 u'\\bagonist');(12 u'\\bantagonist'),(4 u'(?i)\\b(presynaptics|presynaptic)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
1998,5ht1b;5ht1b,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(45 u'\\bmetergoline');(13 u'\\bagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),,
1998,5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(47 u'\\bsumatriptan');(12 u'\\bantagonist');(30 u'\\b2methyl');(53 u'\\bketanserin');(9 u'\\britanserin');(13 u'\\bagonist');(34 u'\\b5ct'),,(26 u'\\bbehav'),
2000,5ht1;5ht1a;5ht1a;5ht1a,,Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(8 u'\\banxi');(33 u'\\blocomot');(25 u'\\bsocial'),
1995,5ht3;5ht3;5ht3;5ht3,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(13 u'\\bagonist'),,,
2015,5ht7;5ht3;5ht3;5ht1d;5ht1b;5ht1a;5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(11 u'\\bfluoxetine');(13 u'\\bagonist');(12 u'\\bantagonist'),,(15 u'\\bmemory');(14 u'\\bcogniti');(9 u'\\bstress');(7 u'\\bdepressi');(13 u'\\bantidepress'),
2016,5ht3;5ht2,(6 u'(?i)\\b(rodents|rodent)\\b'),,(35 u'\\badenosine');(48 u'\\bmdma');(1 u'\\bneuroimag'),,(9 u'\\bstress');(4 u'\\btreatment');(26 u'\\bbehav'),
1993,5ht3;5ht3,(3 u'(?i)\\b(males|male)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,(3 u'\\bclinical'),
2000,5ht2;5ht2;5ht2;5ht2a;5ht2;5ht2;5ht2;5ht2;5ht2,,Method.PET,(19 u'\\bpositron emission tomography');(17 u'\\bpet'),,(22 u'\\bschizophreni');(23 u'\\bantipsychotic');(1 u'\\bpatient'),
2013,5ht1;5ht1a;5ht1a;5ht1;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(21 u'(?i)\\b(mpfcs|mpfc)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(12 u'(?i)\\b(amygdalas|amygdala)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment');(26 u'\\bbehav');(9 u'\\bstress');(13 u'\\bantidepress');(3 u'\\bclinical');(8 u'\\banxi');(24 u'\\banxiolytic'),
2005,5ht2c;5ht1b;5ht1b;5ht2c;5ht1b;5ht1b,(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.KNOCKOUT;Method.ANTAGONIST,(45 u'\\bmetergoline');(9 u'\\britanserin');(12 u'\\bantagonist'),(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(26 u'\\bbehav'),
2007,5ht4;5ht4;5ht4,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),,(28 u'\\bgastrointestin');(14 u'\\bcogniti');(17 u'\\balzheimer');(15 u'\\bmemory');(4 u'\\btreatment'),
1988,5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(21 u'\\bipsapirone');(22 u'\\bbuspirone');(24 u'\\bgepirone');(13 u'\\bagonist'),,(24 u'\\banxiolytic');(8 u'\\banxi'),
2008,5ht3;5ht3;5ht3;5ht3,,Method.PET;Method.AGONIST,(18 u'\\bimaging');(13 u'\\bagonist');(17 u'\\bpet'),,(5 u'\\btherap'),
1994,5ht1a;5ht1;5ht1a;5ht1;5ht1a;5ht1a;5ht1;5ht1a;5ht1;5ht1a;5ht1;5ht1a;5ht1a;5ht1,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(26 u'\\bbehav'),
2008,5ht7;5ht7;5ht2;5ht1a;5ht7;5ht2;5ht1;5ht1a;5ht1a;5ht1a;5ht2,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(12 u'\\bantagonist');(53 u'\\bketanserin'),,(4 u'\\btreatment'),
1998,5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,,Method.PET;Method.ANTAGONIST,(23 u'\\bmdl');(18 u'\\bimaging');(12 u'\\bantagonist');(17 u'\\bpet'),(1 u'(?i)\\b(neocortexes|neocortex)\\b');(9 u'(?i)\\b(cerebellums|cerebellum)\\b'),(22 u'\\bschizophreni');(23 u'\\bantipsychotic');(1 u'\\bpatient'),
2019,5ht2c;5ht2c;5ht2c;5ht2c;5ht2c,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(52 u'\\bmk212');(13 u'\\bagonist'),(4 u'(?i)\\b(presynaptics|presynaptic)\\b'),(23 u'\\bantipsychotic');(18 u'\\bavoidan'),
2012,5ht1;5ht1;5ht1;5ht1;5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST,(11 u'\\bfluoxetine');(39 u'\\bselective serotonin reuptake inhibitor');(13 u'\\bagonist'),(21 u'(?i)\\b(mpfcs|mpfc)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(2 u'\\bdisorder');(9 u'\\bstress');(8 u'\\banxi');(5 u'\\btherap');(26 u'\\bbehav'),
1995,5ht3;5ht3;5ht3;5ht1;5ht3;5ht1b;5ht1;5ht1a;5ht3;5ht3;5ht1d;5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(20 u'\\bondansetron');(13 u'\\bagonist');(12 u'\\bantagonist');(28 u'\\bzacopride'),,,
1997,5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST,(3 u'\\bimmunoreactiv');(13 u'\\bagonist'),(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(24 u'\\banxiolytic');(8 u'\\banxi');(4 u'\\btreatment');(26 u'\\bbehav'),
1998,5ht2a,,Method.AGONIST,(13 u'\\bagonist'),,,
2006,5ht2c;5ht2a;5ht2c;5ht2c;5ht2a;5ht2a,(2 u'(?i)\\b(females|female)\\b');(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST,(13 u'\\bagonist');(49 u'\\bdoi'),,(4 u'\\btreatment');(26 u'\\bbehav'),
2006,5ht4;5ht4;5ht4;5ht4;5ht4;5ht4;5ht4,(2 u'(?i)\\b(females|female)\\b');(8 u'(?i)\\b(primates|primate)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST,(13 u'\\bagonist'),,(3 u'\\bclinical');(28 u'\\bgastrointestin');(1 u'\\bpatient'),
2008,5ht1a,,Method.AGONIST;Method.ANTAGONIST,(41 u'\\bhaloperidol');(13 u'\\bagonist');(12 u'\\bantagonist'),,(4 u'\\btreatment'),
2010,5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(10 u'\\bmethamphetamine');(12 u'\\bantagonist'),,(14 u'\\bcogniti'),
2001,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,,Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(14 u'\\bcogniti');(26 u'\\bbehav'),
2012,5ht1a,(6 u'(?i)\\b(rodents|rodent)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(41 u'\\bhaloperidol');(12 u'\\bantagonist'),,(19 u'\\bpsychosis');(22 u'\\bschizophreni');(5 u'\\btherap');(26 u'\\bbehav');(18 u'\\bavoidan'),
2003,5ht2a,(3 u'(?i)\\b(males|male)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(13 u'\\bagonist');(49 u'\\bdoi'),,(4 u'\\btreatment');(26 u'\\bbehav');(22 u'\\bschizophreni');(7 u'\\bdepressi');(2 u'\\bdisorder');(5 u'\\btherap'),
2013,5ht1a;5ht1a;5ht1a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(39 u'\\bselective serotonin reuptake inhibitor');(12 u'\\bantagonist');(11 u'\\bfluoxetine');(51 u'\\bway100635');(13 u'\\bagonist');(4 u'\\bpcpa'),,(2 u'\\bdisorder');(7 u'\\bdepressi');(5 u'\\btherap');(13 u'\\bantidepress');(4 u'\\btreatment'),
2015,5ht2b,,Method.AGONIST,(13 u'\\bagonist'),,,
1997,5ht1a;5ht1a;5ht1a;5ht1a,(2 u'(?i)\\b(females|female)\\b');(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(13 u'(?i)\\b(septums|septum)\\b');(12 u'(?i)\\b(amygdalas|amygdala)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),(6 u'\\baggressi');(26 u'\\bbehav'),
1996,5ht1a;5ht2a;5ht2a;5ht1a;5ht1a;5ht2,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist');(49 u'\\bdoi'),,(26 u'\\bbehav'),
2017,5ht2a;5ht1a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,(2 u'(?i)\\b(females|female)\\b');(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,,(19 u'(?i)\\b(cortexes|cortex)\\b'),(3 u'\\bclinical');(20 u'\\bmood');(7 u'\\bdepressi');(2 u'\\bdisorder'),
2019,5ht1;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(35 u'\\badenosine');(12 u'\\bantagonist'),,(17 u'\\balzheimer');(15 u'\\bmemory');(5 u'\\btherap');(26 u'\\bbehav');(14 u'\\bcogniti');(4 u'\\btreatment'),
1994,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),,(26 u'\\bbehav'),
2001,5ht2a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(12 u'\\bantagonist'),(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(3 u'\\bclinical');(5 u'\\btherap');(13 u'\\bantidepress'),
2009,5ht2c;5ht2c;5ht2c;5ht1b;5ht2c,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(33 u'\\bmcpp');(13 u'\\bagonist'),(11 u'(?i)\\b(cerebrals|cerebral)\\b'),(26 u'\\bbehav'),
2019,5ht6;5ht6;5ht6;5ht6,,Method.ANTAGONIST,(12 u'\\bantagonist'),,(17 u'\\balzheimer');(15 u'\\bmemory');(5 u'\\btherap');(26 u'\\bbehav');(16 u'\\blearning');(14 u'\\bcogniti');(4 u'\\btreatment'),
2004,5ht1a;5ht1a;5ht4;5ht1a;5ht6;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(51 u'\\bway100635');(13 u'\\bagonist');(12 u'\\bantagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment'),
2001,5ht1a,,Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),(7 u'\\bdepressi');(9 u'\\bstress');(8 u'\\banxi');(4 u'\\btreatment'),
2004,5ht3a;5ht3a;5ht3;5ht3a;5ht3a;5ht3a;5ht3a,(3 u'(?i)\\b(males|male)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.KNOCKOUT,,(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(9 u'\\bstress');(8 u'\\banxi');(26 u'\\bbehav'),
